day,wildtype_prop,ferret_type,ferret,tcid50,pcr,pyro
11,1,recipient,2,0.5,4.351563585823489,0
11,1,recipient,3,0.8333333333333333,4.277241139680334,NA
11,1,recipient,4,0.8333333333333333,4.233009034051425,NA
11,0,donor,1,0.5,5.488394718554551,0
11,0,donor,2,0.5,3.333078526754691,NA
11,0,donor,3,0.5,3.3447185545517724,NA
11,0,donor,4,NA,NA,NA
11,0,recipient,1,2.833333333333333,5.090027797081307,0
11,0,recipient,2,NA,NA,NA
11,0,recipient,3,3.833333333333333,5.778665740097289,1
11,0,recipient,4,0.5,0.17161223071577608,0
11,0.5,donor,1,0.5,2.5936458975940777,NA
11,0.5,donor,2,0.5,0,NA
11,0.5,donor,3,0.5,2.2740592227020344,NA
11,0.5,donor,4,0.5,0,NA
11,0.5,recipient,1,0.5,1.670882171499073,NA
11,0.5,recipient,2,0.5,2.5087908698334354,NA
11,0.5,recipient,3,0.5,2.1818322023442307,NA
11,0.5,recipient,4,0.5,4.463726095003083,0.956
11,0.8,donor,1,0.5,2.2037939543491674,NA
11,0.8,donor,2,0.5,1.3617211597779137,NA
11,0.8,recipient,1,0.5,1.6740900678593458,NA
11,0.8,recipient,2,0.5,1.3997532387415166,NA
11,0.2,donor,1,0.5,2.141671807526216,NA
11,0.2,donor,2,0.5,0,NA
11,0.2,recipient,1,0.5,4.943615052436766,0
11,0.2,recipient,2,0.5,2.80876002467612,NA
